year,country,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty gap at $2.15 a day (2017 PPP) (%),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty gap at $3.65 a day (2017 PPP) (%),Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty gap at $6.85 a day (2017 PPP) (%)
1963,USA,1.2,0.8,2.0,1.2,4.7,2.2
1964,USA,1.2,0.9,2.0,1.2,4.2,2.1
1965,USA,1.0,0.7,1.7,1.0,3.7,1.8
1966,USA,1.0,0.6,1.7,0.9,4.0,1.8
1967,USA,1.0,0.6,1.5,0.8,3.2,1.5
1968,GBR,0.2,0.0,0.2,0.1,1.0,0.3
1968,USA,0.7,0.5,1.2,0.7,2.7,1.3
1969,GBR,0.2,0.1,0.2,0.1,1.2,0.4
1969,USA,0.5,0.4,1.0,0.5,2.5,1.0
1970,FRA,0.0,0.0,0.2,0.1,4.0,0.8
1970,GBR,0.0,0.0,0.2,0.1,1.2,0.3
1970,USA,1.0,0.6,1.5,0.8,3.0,1.4
1971,CAN,2.2,1.5,3.0,2.0,5.7,3.0
1971,GBR,0.0,0.0,0.2,0.1,1.5,0.3
1971,USA,0.7,0.5,1.2,0.7,2.5,1.2
1972,GBR,0.2,0.1,0.5,0.2,2.0,0.5
1972,USA,0.7,0.5,1.0,0.7,2.5,1.2
1973,CAN,1.7,1.2,2.0,1.4,3.5,2.0
1973,GBR,0.0,0.0,0.0,0.0,0.7,0.1
1973,USA,0.7,0.5,1.0,0.7,2.2,1.1
1974,GBR,0.2,0.1,0.2,0.2,1.2,0.3
1974,USA,0.7,0.5,1.0,0.7,2.5,1.2
1975,CAN,1.5,1.1,2.0,1.3,3.0,1.8
1975,FRA,0.2,0.1,0.7,0.3,2.5,0.8
1975,GBR,0.2,0.1,0.2,0.1,1.2,0.3
1975,SWE,0.5,0.3,0.5,0.4,1.0,0.6
1975,USA,0.5,0.4,1.0,0.6,2.5,1.1
1976,GBR,0.0,0.0,0.2,0.0,0.7,0.2
1976,USA,0.5,0.4,0.7,0.5,2.0,0.9
1977,CAN,1.2,0.9,1.7,1.2,2.7,1.7
1977,GBR,0.2,0.1,0.2,0.2,1.2,0.3
1977,IND,63.5,22.0,89.1,45.6,97.8,68.7
1977,ITA,0.2,0.1,1.0,0.3,4.0,1.1
1977,USA,0.5,0.3,0.7,0.5,2.0,0.9
1978,GBR,0.0,0.0,0.0,0.0,0.7,0.1
1978,ITA,0.5,0.3,1.0,0.4,4.2,1.4
1978,USA,0.5,0.4,0.7,0.5,2.2,0.9
1979,CAN,1.2,0.9,1.5,1.1,2.2,1.4
1979,FRA,0.2,0.1,0.5,0.2,1.2,0.5
1979,GBR,0.0,0.0,0.2,0.0,0.7,0.2
1979,ISR,0.0,0.0,0.8,0.2,9.2,2.0
1979,ITA,0.5,0.1,0.7,0.3,3.5,1.1
1979,NOR,0.2,0.2,0.5,0.3,1.2,0.5
1979,PAN,6.2,1.1,18.2,5.7,39.7,16.8
1979,USA,0.5,0.4,0.7,0.5,1.5,0.8
1980,ARG,0.0,0.0,0.0,0.0,5.7,1.0
1980,COL,20.9,7.9,37.1,16.7,60.6,32.2
1980,ESP,0.5,0.2,1.7,0.6,7.2,2.3
1980,GBR,0.0,0.0,0.2,0.1,1.0,0.2
1980,ITA,0.2,0.0,0.5,0.1,2.5,0.7
1980,MDG,48.7,19.5,73.8,37.3,91.5,59.5
1980,USA,0.5,0.3,0.7,0.4,1.5,0.7
1981,AUS,1.0,0.5,1.2,0.7,1.7,1.1
1981,BRA,23.9,9.6,42.9,19.5,67.0,36.8
1981,CAN,0.7,0.6,1.0,0.7,1.7,1.1
1981,CRI,25.9,11.3,44.4,21.2,71.1,39.0
1981,EAS,82.6,40.6,93.7,,97.6,
1981,GBR,0.0,0.0,0.2,0.0,1.0,0.3
1981,ITA,0.0,0.0,0.5,0.1,1.9,0.6
1981,LCN,15.4,6.1,30.7,13.1,54.4,27.4
1981,LMY,58.4,25.4,76.5,,88.6,
1981,SAS,59.8,20.1,87.9,43.5,97.7,67.3
1981,SWE,0.2,0.2,0.5,0.3,1.2,0.5
1981,THA,22.7,5.8,48.0,18.3,76.9,40.0
1981,URY,0.0,0.0,4.2,0.6,17.3,5.3
1981,USA,0.5,0.3,0.7,0.5,1.5,0.8
1981,VEN,6.7,1.2,18.6,5.9,38.9,16.8
1982,BRA,24.4,9.7,43.0,19.7,66.4,36.7
1982,CAN,0.7,0.4,1.0,0.6,1.7,0.9
1982,CHE,0.7,0.5,0.7,0.6,1.0,0.7
1982,EAS,80.8,37.9,93.3,,97.6,
1982,GBR,0.0,0.0,0.2,0.1,0.5,0.2
1982,ITA,0.0,0.0,0.2,0.1,1.2,0.3
1982,LCN,16.1,6.3,31.5,13.5,54.9,27.9
1982,LMY,57.4,24.2,76.3,,88.6,
1982,SAS,58.6,19.4,87.4,42.7,97.6,66.8
1982,USA,0.7,0.4,1.0,0.6,2.0,0.9
1983,BGD,37.3,9.3,82.7,31.7,97.8,60.5
1983,BRA,30.6,12.5,50.9,24.3,72.1,42.4
1983,EAS,78.3,34.7,92.7,,97.5,
1983,GBR,0.0,0.0,0.2,0.0,0.5,0.2
1983,IND,56.7,18.0,86.6,41.4,97.4,65.9
1983,ITA,0.2,0.1,0.2,0.2,1.7,0.6
1983,LCN,18.9,7.5,35.4,15.6,58.2,30.8
1983,LMY,56.1,22.7,76.2,,88.8,
1983,NLD,0.5,0.4,1.5,0.6,3.0,1.4
1983,SAS,56.0,18.0,86.4,41.2,97.4,65.8
1983,USA,0.5,0.4,1.0,0.5,2.0,0.9
1984,BRA,29.9,11.9,50.1,23.7,72.2,42.0
1984,CAN,0.7,0.5,1.0,0.7,2.0,1.1
1984,EAS,74.0,30.0,91.8,52.8,97.6,72.8
1984,FRA,0.5,0.2,0.5,0.3,1.2,0.6
1984,GBR,0.0,0.0,0.2,0.1,0.7,0.2
1984,IDN,74.3,29.6,93.0,52.8,98.8,73.4
1984,ITA,0.0,0.0,0.5,0.1,2.0,0.6
1984,LCN,18.5,7.3,34.9,15.4,58.0,30.5
1984,LMY,54.0,20.6,75.6,39.6,88.6,60.1
1984,MAR,13.2,3.0,37.6,12.1,77.4,34.6
1984,MYS,2.7,0.2,15.2,3.8,39.5,15.0
1984,SAS,54.9,17.3,85.8,40.4,97.2,65.2
1984,USA,0.5,0.4,0.7,0.5,1.7,0.8
1985,AUS,1.0,0.6,1.3,0.8,2.0,1.1
1985,BEL,0.2,0.2,0.5,0.2,0.7,0.4
1985,BGD,32.0,6.7,78.0,27.8,96.5,57.3
1985,BRA,25.8,10.2,45.2,20.8,68.0,38.2
1985,BWA,41.8,17.4,63.3,32.3,83.6,52.4
1985,CAN,0.5,0.4,1.0,0.5,1.5,0.9
1985,CIV,8.2,2.6,23.9,8.0,55.6,23.4
1985,EAS,70.3,27.5,91.0,50.5,97.6,71.5
1985,ESP,0.2,0.0,1.2,0.3,7.2,1.9
1985,GBR,0.2,0.0,0.2,0.1,0.7,0.2
1985,LCN,17.1,6.7,33.1,14.3,56.5,29.1
1985,LKA,17.2,3.3,51.8,16.2,87.6,43.3
1985,LMY,52.0,19.3,74.9,38.3,88.4,59.2
1985,LUX,0.0,0.0,0.0,0.0,0.2,0.1
1985,MEA,7.1,1.2,28.0,7.8,64.6,26.8
1985,NGA,47.8,18.4,74.6,36.7,93.4,59.9
1985,SAS,53.6,16.5,85.1,39.6,97.0,64.6
1985,TUN,13.0,2.8,34.0,11.3,67.3,30.5
1985,USA,0.5,0.4,0.7,0.5,1.7,0.8
1986,ARG,1.1,1.0,1.8,1.1,4.8,2.1
1986,BRA,12.3,4.5,26.1,10.6,49.5,23.7
1986,CAN,1.0,0.8,1.2,0.9,1.5,1.1
1986,CIV,4.4,0.9,23.8,6.2,62.4,24.3
1986,CRI,13.9,6.0,28.6,12.2,63.4,28.2
1986,DOM,7.1,1.9,16.9,6.0,37.6,16.0
1986,EAS,67.6,25.9,90.2,48.9,97.5,70.4
1986,GBR,0.2,0.1,0.2,0.2,1.0,0.3
1986,GTM,49.7,24.2,69.9,39.3,87.5,58.5
1986,IRN,9.2,1.9,25.0,8.2,52.9,22.9
1986,ISR,0.2,0.1,0.9,0.3,10.0,2.4
1986,ITA,0.2,0.1,0.5,0.2,2.5,0.7
1986,JOR,0.0,0.0,0.0,0.0,13.7,2.3
1986,LCN,12.3,4.8,26.4,10.8,50.0,24.0
1986,LMY,50.0,18.3,73.6,37.1,87.6,58.1
1986,LSO,54.0,27.3,73.2,42.6,89.0,61.3
1986,LUX,0.0,0.0,0.0,0.0,0.2,0.0
1986,MEA,7.3,1.2,28.3,7.9,65.1,26.9
1986,NOR,0.2,0.0,0.2,0.1,0.5,0.2
1986,SAS,52.6,15.9,84.6,38.9,96.9,64.1
1986,USA,0.5,0.4,0.7,0.5,1.7,0.8
1987,ARG,1.2,0.8,2.1,1.1,7.6,2.8
1987,BRA,19.9,8.0,36.5,16.4,59.2,31.6
1987,CAN,0.5,0.4,0.7,0.5,1.2,0.7
1987,CHL,15.4,5.1,34.8,13.4,62.1,30.6
1987,CIV,9.4,2.2,32.1,9.5,68.9,29.3
1987,DNK,0.5,0.4,0.7,0.5,1.2,0.8
1987,EAS,63.9,24.0,88.8,46.7,97.3,69.0
1987,ECU,17.6,7.3,32.7,14.7,59.6,29.8
1987,FIN,0.0,0.0,0.0,0.0,0.2,0.1
1987,GBR,0.0,0.0,0.2,0.0,0.5,0.2
1987,GHA,58.4,22.0,86.0,43.8,97.2,67.0
1987,IDN,74.6,28.1,93.3,52.1,98.8,73.1
1987,IND,50.9,14.5,84.2,37.8,96.7,63.4
1987,IRL,0.7,0.3,2.0,0.7,8.2,2.2
1987,ITA,1.0,0.7,1.2,0.9,2.7,1.4
1987,LCN,15.0,6.0,29.8,12.8,53.3,26.7
1987,LMY,48.7,17.5,73.4,36.4,87.9,57.8
1987,LUX,0.0,0.0,0.0,0.0,0.2,0.0
1987,MEA,7.6,1.3,28.9,8.2,66.1,27.5
1987,MRT,41.4,18.0,67.5,33.4,89.8,55.8
1987,MYS,1.7,0.1,14.8,3.4,40.1,14.9
1987,NLD,0.2,0.2,0.5,0.3,0.7,0.4
1987,PAK,67.3,24.0,90.1,47.6,97.7,69.9
1987,SAS,52.1,15.5,84.5,38.6,96.8,63.9
1987,SWE,0.2,0.1,0.2,0.1,0.7,0.3
1987,USA,0.5,0.3,0.7,0.4,1.5,0.8
1987,VEN,7.0,1.2,20.3,6.4,41.9,18.2
1988,BEL,0.5,0.4,0.7,0.5,0.7,0.6
1988,BGD,41.7,10.4,82.3,33.2,97.0,60.8
1988,BRA,22.4,9.4,39.3,18.3,61.4,33.8
1988,CAN,0.7,0.5,0.7,0.6,1.2,0.8
1988,CIV,13.4,3.5,41.3,13.3,76.6,36.1
1988,COL,14.6,4.6,29.5,11.9,54.1,26.2
1988,DZA,6.4,0.9,25.2,6.9,63.6,25.0
1988,EAS,58.7,20.9,86.7,43.4,96.9,66.8
1988,GBR,0.0,0.0,0.2,0.1,0.5,0.2
1988,GHA,57.7,21.5,85.3,43.1,96.9,66.4
1988,JAM,4.6,0.6,17.6,4.9,45.7,17.5
1988,LCN,15.6,6.5,30.4,13.3,53.9,27.2
1988,LMY,46.3,16.2,72.4,34.8,87.8,56.8
1988,LUX,0.0,0.0,0.0,0.0,0.0,0.0
1988,MEA,7.2,1.3,28.0,7.8,65.8,27.0
1988,SAS,50.9,14.8,83.9,37.8,96.7,63.4
1988,THA,17.6,3.2,45.3,15.2,76.2,37.7
1988,TTO,0.0,0.0,5.7,1.0,20.3,6.6
1988,USA,0.5,0.3,0.7,0.4,1.5,0.7
1989,AUS,0.7,0.4,1.0,0.6,2.0,1.0
1989,BRA,20.4,8.5,36.4,16.8,58.3,31.6
1989,CAN,1.2,1.1,1.2,1.1,1.7,1.3
1989,COL,14.0,3.9,29.9,11.4,55.4,26.5
1989,CRI,10.6,5.5,21.5,9.7,47.4,21.5
1989,DOM,17.4,4.8,37.0,14.1,65.3,32.1
1989,EAS,66.9,25.9,88.0,48.1,96.5,69.3
1989,GBR,0.2,0.0,0.2,0.1,0.7,0.3
1989,GTM,37.0,18.1,55.3,29.9,76.5,47.4
1989,HND,40.0,17.7,60.0,31.3,80.6,50.3
1989,IDA,54.1,22.0,78.6,41.0,93.3,62.9
1989,ITA,0.0,0.0,0.2,0.0,0.7,0.2
1989,LCN,15.1,6.3,29.4,12.9,53.4,26.7
1989,LMY,49.4,18.1,72.9,36.6,87.6,57.7
1989,LUX,0.0,0.0,0.0,0.0,0.0,0.0
1989,MEA,7.1,1.2,28.3,7.8,66.5,27.3
1989,MEX,8.7,2.9,23.5,8.2,53.5,22.8
1989,MYS,0.7,0.0,14.0,3.0,39.9,14.4
1989,PAN,22.4,14.5,31.8,19.7,50.1,29.8
1989,SAS,50.5,14.6,83.7,37.6,96.7,63.2
1989,SLV,19.4,10.3,32.7,16.7,58.5,30.5
1989,UGA,58.7,26.2,81.5,44.9,94.7,66.0
1989,URY,0.7,0.2,3.3,0.8,13.6,4.1
1989,USA,0.5,0.3,0.7,0.4,1.2,0.6
1989,VEN,5.3,3.0,12.1,5.2,32.6,13.1
1990,BOL,1.1,0.0,15.1,3.4,42.2,15.4
1990,BRA,24.0,9.8,41.6,19.5,63.7,35.6
1990,CAN,1.2,0.9,1.2,1.0,1.7,1.2
1990,CHL,10.7,3.5,28.1,10.0,56.0,25.7
1990,CHN,72.0,28.3,92.7,51.5,99.0,72.8
1990,CRI,10.4,5.2,20.8,9.3,45.6,20.5
1990,EAS,65.2,24.9,87.3,47.0,96.3,68.6
1990,ECS,3.6,1.2,11.7,3.8,31.7,12.1
1990,EGY,5.2,0.4,33.9,8.1,78.9,32.4
1990,ESP,0.5,0.3,0.7,0.4,3.0,1.1
1990,FRA,0.2,0.0,0.2,0.1,0.5,0.2
1990,GBR,0.0,0.0,0.2,0.1,0.7,0.3
1990,HND,42.0,19.3,62.3,33.2,82.6,52.3
1990,IDA,54.4,22.3,78.7,41.3,93.4,63.1
1990,IDN,61.8,19.6,88.5,43.8,97.8,67.6
1990,IRN,8.8,1.7,24.9,8.0,55.4,23.4
1990,JAM,2.9,0.6,16.6,4.0,49.5,17.9
1990,LCN,16.3,6.7,31.3,13.8,55.3,28.0
1990,LKA,11.6,2.1,49.9,13.9,87.2,41.8
1990,LMY,48.8,17.7,72.7,36.2,87.7,57.5
1990,LUX,0.0,0.0,0.0,0.0,0.0,0.0
1990,MAR,4.7,0.7,24.5,6.1,59.1,23.7
1990,MEA,6.4,1.1,26.4,7.2,63.3,25.6
1990,NLD,1.0,0.6,1.5,0.8,1.7,1.2
1990,PAK,65.1,23.2,89.6,46.6,98.0,69.3
1990,PRY,1.2,0.3,4.7,1.3,21.8,6.7
1990,SAS,50.0,14.4,83.5,37.3,96.7,63.0
1990,SSF,54.6,24.3,75.1,41.6,90.1,61.5
1990,THA,12.3,2.5,41.0,12.8,72.6,34.8
1990,TUN,9.3,1.8,26.9,8.5,60.4,25.4
1990,USA,0.5,0.3,0.7,0.4,1.5,0.7
1991,ARG,1.0,0.6,3.0,1.1,14.3,4.5
1991,BGD,41.9,10.5,83.1,33.3,97.4,61.3
1991,CAN,1.2,1.0,1.2,1.1,1.7,1.3
1991,COL,12.8,3.7,27.3,10.4,52.1,24.5
1991,CRI,12.4,5.7,24.5,11.0,51.4,23.8
1991,DEU,0.0,0.0,0.0,0.0,0.2,0.1
1991,EAS,63.9,24.1,86.4,46.0,96.0,67.8
1991,ECS,4.2,1.4,13.0,4.3,34.3,13.3
1991,FIN,0.0,0.0,0.0,0.0,0.2,0.1
1991,GBR,0.0,0.0,0.2,0.1,0.7,0.2
1991,GHA,64.2,26.2,87.0,47.5,96.9,68.9
1991,GIN,88.0,55.9,96.9,71.3,100.0,84.4
1991,GNB,42.4,22.0,62.5,34.8,83.6,53.5
1991,HND,30.8,12.2,54.4,24.8,79.4,45.5
1991,IDA,53.4,22.0,78.4,40.9,93.4,62.8
1991,ITA,0.2,0.2,0.5,0.3,1.7,0.6
1991,LCN,15.8,6.5,30.5,13.4,54.9,27.5
1991,LMY,48.0,17.3,72.4,35.8,87.8,57.3
1991,LUX,0.0,0.0,0.0,0.0,0.0,0.0
1991,MEA,6.2,0.9,27.9,7.4,65.0,26.7
1991,NOR,0.5,0.2,0.5,0.3,0.7,0.4
1991,PAN,20.1,12.5,28.8,17.5,48.1,27.4
1991,SAS,48.5,13.6,82.9,36.4,96.6,62.5
1991,SEN,70.1,37.9,85.8,54.9,95.2,72.1
1991,SLV,22.1,10.5,39.2,18.7,65.9,35.2
1991,SSF,56.1,25.4,75.8,42.6,90.4,62.3
1991,TZA,69.3,28.0,89.5,49.8,98.3,71.2
1991,USA,0.5,0.3,0.7,0.4,1.5,0.7
1991,ZMB,57.4,36.0,72.5,48.1,88.6,63.9
1992,ARG,1.7,1.0,4.1,1.8,14.9,5.0
1992,BDI,75.1,31.3,93.0,53.9,98.8,74.0
1992,BEL,1.0,0.7,1.0,0.8,1.2,0.9
1992,BOL,8.7,2.8,26.3,8.7,58.2,25.1
1992,BRA,23.3,10.0,40.7,19.2,65.4,35.6
1992,CAF,82.2,55.2,91.1,68.5,96.7,80.7
1992,CAN,0.7,0.6,1.0,0.7,1.5,0.9
1992,CHE,0.5,0.4,0.7,0.5,1.2,0.7
1992,CHL,6.7,2.0,21.6,6.9,50.7,21.1
1992,CIV,27.1,8.5,55.4,22.4,84.3,46.0
1992,COL,9.6,4.6,23.9,9.7,54.2,24.1
1992,CRI,9.9,4.8,21.2,9.1,48.0,21.2
1992,CZE,0.0,0.0,0.0,0.0,0.7,0.2
1992,DEU,0.0,0.0,0.2,0.1,0.2,0.1
1992,DNK,0.5,0.4,0.7,0.5,1.0,0.7
1992,DOM,7.6,2.1,23.2,7.5,52.5,22.1
1992,EAS,61.8,22.9,84.9,44.6,95.6,66.7
1992,ECS,5.5,1.8,15.4,5.3,38.5,15.4
1992,GBR,0.2,0.0,0.2,0.1,1.0,0.3
1992,GUY,29.4,10.7,55.9,24.1,85.2,47.1
1992,HND,27.0,9.7,50.0,21.4,76.4,42.1
1992,IDA,52.1,21.4,77.8,40.1,93.3,62.3
1992,ISR,0.2,0.0,0.5,0.1,4.7,0.9
1992,JOR,0.0,0.0,6.9,0.8,32.8,9.8
1992,KEN,26.4,9.4,48.8,21.3,74.9,41.1
1992,LAO,23.7,5.0,62.5,21.6,90.1,48.6
1992,LCN,15.7,6.5,30.3,13.3,55.5,27.6
1992,LMY,46.9,16.7,71.7,35.0,87.9,56.8
1992,LUX,0.0,0.0,0.0,0.0,0.0,0.0
1992,MEA,5.4,0.8,26.3,6.8,63.8,25.7
1992,MEX,7.9,2.1,20.9,7.0,49.0,20.4
1992,MYS,1.0,0.0,13.5,3.0,37.1,13.6
1992,NER,84.4,40.3,95.7,61.4,99.0,78.5
1992,NGA,52.4,24.3,73.8,40.8,92.4,61.4
1992,SAS,46.8,12.7,81.9,35.3,96.4,61.7
1992,SSF,57.1,26.1,76.5,43.4,90.8,62.9
1992,SWE,0.2,0.0,0.2,0.1,1.0,0.4
1992,THA,9.0,1.7,34.4,10.1,66.1,30.0
1992,TTO,1.3,0.1,9.9,2.3,30.2,10.6
1992,UGA,65.1,26.6,87.5,48.0,96.7,69.4
1992,UKR,3.9,0.9,16.3,4.4,56.2,19.2
1992,URY,0.6,0.1,2.6,0.7,11.1,3.4
1992,USA,0.5,0.3,0.7,0.5,1.7,0.8
1992,VEN,4.5,2.3,11.7,4.5,35.0,13.1
1992,VNM,45.1,12.9,76.1,33.8,94.3,58.9
1993,ARG,2.0,1.1,4.9,2.0,15.1,5.5
1993,BLZ,13.5,6.1,31.8,13.2,61.8,30.0
1993,BRA,22.1,9.4,39.7,18.4,64.3,34.5
1993,BWA,34.1,13.1,55.5,26.5,78.3,46.2
1993,CAN,1.2,1.0,1.2,1.1,1.7,1.3
1993,CHN,65.6,24.7,88.1,47.0,98.1,69.3
1993,CRI,8.5,4.4,17.4,7.8,40.9,17.9
1993,CZE,0.0,0.0,0.0,0.0,0.0,0.0
1993,DEU,0.0,0.0,0.0,0.0,0.2,0.1
1993,EAS,59.8,21.8,83.2,43.1,95.2,65.5
1993,ECS,6.3,2.0,17.8,6.0,44.2,17.8
1993,ESP,1.2,0.7,2.0,1.1,4.5,2.0
1993,FCS,49.0,23.3,66.0,37.7,84.8,55.9
1993,GBR,0.2,0.0,0.2,0.1,1.0,0.3
1993,GNB,42.2,14.6,69.5,31.7,90.6,55.5
1993,HND,21.4,7.9,43.4,18.3,70.1,36.9
1993,IDA,52.5,21.6,78.2,40.3,93.5,62.5
1993,IDN,61.2,19.2,88.0,43.3,97.6,67.2
1993,IND,48.0,12.9,82.6,35.9,96.7,62.1
1993,ITA,1.2,0.8,2.0,1.1,4.2,2.0
1993,JAM,8.1,1.5,26.1,7.8,64.4,25.8
1993,LCN,15.6,6.5,30.5,13.3,55.4,27.6
1993,LMY,46.1,16.3,71.1,34.5,87.9,56.4
1993,LUX,0.0,0.0,0.0,0.0,0.0,0.0
1993,MDG,73.3,33.1,89.8,53.7,97.5,73.0
1993,MEA,5.2,0.7,25.7,6.6,63.2,25.2
1993,MRT,42.9,14.5,71.4,32.8,90.4,56.4
1993,NIC,38.3,18.7,58.6,31.2,79.2,49.5
1993,NLD,1.2,0.7,2.0,1.1,3.0,1.8
1993,SAS,46.2,12.3,81.6,34.9,96.4,61.4
1993,SSF,58.2,26.6,77.7,44.2,91.5,63.8
1993,UKR,1.9,0.4,13.8,3.0,57.5,18.5
1993,USA,0.5,0.4,0.7,0.5,1.7,0.8
1993,ZAF,33.5,12.0,52.1,25.0,71.1,42.7
1993,ZMB,59.1,30.8,77.8,46.8,91.8,65.3
1994,ARG,1.9,1.3,4.4,2.0,15.7,5.7
1994,AUT,0.2,0.1,0.2,0.1,1.0,0.3
1994,BFA,82.1,46.7,92.3,63.7,97.4,78.6
1994,BLZ,14.8,5.7,33.1,13.4,65.4,31.3
1994,CAN,1.0,0.7,1.0,0.8,1.2,1.0
1994,CHL,6.8,2.3,20.2,6.7,47.1,19.8
1994,CRI,7.0,3.5,14.7,6.4,36.6,15.1
1994,DEU,0.2,0.1,0.2,0.2,0.7,0.3
1994,EAS,54.0,18.5,80.3,39.4,94.4,62.8
1994,ECS,8.1,2.5,21.7,7.5,48.6,20.8
1994,ECU,17.1,7.6,35.0,15.3,64.8,32.3
1994,ESP,1.0,0.7,2.0,1.0,4.5,1.9
1994,FCS,50.0,23.9,67.5,38.6,85.7,57.0
1994,GBR,0.2,0.2,0.5,0.3,1.0,0.5
1994,GIN,41.2,14.7,67.0,31.4,87.9,53.9
1994,HND,24.3,9.7,43.7,19.9,70.0,38.1
1994,IDA,51.2,21.3,77.4,39.7,93.3,62.0
1994,IRL,0.2,0.1,0.5,0.3,1.2,0.5
1994,IRN,4.2,0.4,18.8,5.0,47.7,18.4
1994,KEN,25.9,8.9,53.5,21.8,83.2,44.9
1994,LCN,14.4,6.0,28.8,12.4,53.2,26.2
1994,LMY,43.4,14.8,69.7,32.8,87.3,55.1
1994,LSO,53.7,30.9,68.2,43.4,82.8,58.9
1994,LUX,0.0,0.0,0.0,0.0,0.0,0.0
1994,MEA,4.7,0.7,25.3,6.4,63.1,25.0
1994,MEX,7.9,2.3,21.7,7.4,47.6,20.6
1994,MLI,84.5,51.2,93.4,67.1,98.0,80.7
1994,NER,85.5,48.2,95.6,66.2,99.0,81.0
1994,SAS,44.6,11.7,80.6,34.0,96.1,60.6
1994,SEN,60.3,23.1,85.1,44.5,96.3,66.9
1994,SSF,58.5,27.1,77.9,44.6,91.6,64.1
1994,SWZ,85.4,55.1,93.8,69.7,97.8,82.1
1994,THA,4.5,0.8,24.8,6.1,60.4,24.3
1994,USA,0.5,0.4,0.7,0.5,1.7,0.9
1995,ARG,3.9,2.0,7.4,3.5,20.5,8.1
1995,AUS,0.7,0.6,1.2,0.8,1.7,1.1
1995,AUT,0.0,0.0,0.2,0.1,1.0,0.3
1995,AZE,12.4,3.5,38.7,12.3,77.7,35.2
1995,BEL,0.4,0.4,0.7,0.5,1.2,0.7
1995,BGD,33.7,7.5,74.3,28.1,93.7,55.7
1995,BRA,14.7,5.9,29.7,12.6,52.6,26.2
1995,CAN,0.7,0.6,1.0,0.7,1.2,0.9
1995,CIV,25.9,6.5,55.9,21.5,86.7,46.1
1995,CRI,7.1,3.7,15.3,6.8,37.1,15.9
1995,DEU,0.2,0.1,0.2,0.1,0.5,0.2
1995,DNK,0.0,0.0,0.2,0.0,0.2,0.1
1995,DZA,6.1,0.8,24.2,6.6,61.1,23.9
1995,EAS,49.0,16.2,77.3,36.4,93.4,60.3
1995,ECS,8.1,2.7,19.6,7.3,43.1,18.6
1995,ECU,13.8,6.3,32.7,13.4,64.4,30.8
1995,EGY,2.0,0.1,33.9,7.1,81.8,33.0
1995,ESP,1.5,0.7,2.0,1.1,4.7,2.1
1995,ETH,69.2,27.9,88.9,49.6,96.9,70.5
1995,FCS,50.4,23.9,68.2,38.9,85.7,57.2
1995,FIN,0.0,0.0,0.0,0.0,0.2,0.0
1995,GBR,0.2,0.2,0.5,0.2,1.0,0.4
1995,GRC,1.7,1.0,2.2,1.4,4.7,2.4
1995,HND,26.2,10.1,46.1,20.8,71.0,39.1
1995,IDA,50.6,21.1,77.0,39.4,93.1,61.7
1995,IRL,0.2,0.1,0.5,0.3,1.5,0.6
1995,ITA,0.7,0.4,1.0,0.6,3.5,1.3
1995,LCN,14.0,5.7,28.7,12.1,53.1,25.9
1995,LKA,11.8,2.2,47.6,13.6,82.5,39.4
1995,LMY,41.2,13.8,68.4,31.5,86.8,54.0
1995,LUX,0.0,0.0,0.0,0.0,0.0,0.0
1995,MEA,4.7,0.7,25.5,6.4,63.4,25.2
1995,MNG,14.8,3.2,41.1,13.3,79.3,36.6
1995,MRT,21.8,6.6,51.8,19.3,84.0,43.3
1995,MYS,1.4,0.1,13.3,3.1,36.0,13.3
1995,NOR,0.5,0.2,0.5,0.3,0.7,0.5
1995,NPL,55.2,17.4,83.8,40.0,96.6,64.3
1995,PAN,15.2,9.8,22.7,13.6,39.3,21.9
1995,PRY,12.4,5.2,23.5,10.5,43.6,21.6
1995,SAS,43.8,11.5,80.0,33.6,95.9,60.2
1995,SLV,13.3,5.6,29.7,12.0,58.2,27.3
1995,SSF,58.0,26.8,77.6,44.2,91.4,63.8
1995,SWE,0.2,0.1,0.5,0.3,1.5,0.6
1995,TUN,9.8,1.8,28.4,8.9,60.7,26.1
1995,UKR,7.9,1.5,24.9,7.5,60.2,24.3
1995,URY,0.5,0.1,2.4,0.6,11.0,3.3
1995,USA,0.5,0.4,0.7,0.5,1.5,0.8
1995,VEN,9.9,4.0,24.1,9.2,51.2,22.8
1996,ALB,0.5,0.1,8.9,1.6,47.9,13.9
1996,ARG,4.2,2.5,8.3,4.0,22.4,9.1
1996,AUT,0.0,0.0,0.2,0.0,0.5,0.2
1996,BLZ,18.2,7.2,41.5,16.4,70.5,35.4
1996,BRA,16.0,6.7,30.0,13.4,52.6,26.7
1996,CAN,0.2,0.2,0.5,0.3,1.0,0.5
1996,CHL,4.7,1.6,16.2,5.1,41.4,16.4
1996,CHN,48.2,15.9,78.1,36.2,95.5,61.1
1996,CMR,50.4,16.8,75.4,36.7,90.8,59.2
1996,COL,17.6,9.1,34.2,16.0,61.5,31.4
1996,CRI,8.2,4.1,17.6,7.7,41.3,17.8
1996,CZE,0.0,0.0,0.2,0.1,1.5,0.4
1996,DEU,0.0,0.0,0.2,0.0,0.2,0.1
1996,DOM,6.5,2.3,17.6,6.1,42.3,17.5
